htime,haddend,hcum,vtime,vaddend,vcum,mess
0.61s,0.61s,610.0,0.1ms,0.1ms,0.1,
0.61s,0.23ms,610.23,0.1ms,0s,0.1, OpenSBI v0.9
0.61s,0.53ms,610.76,0.1ms,0s,0.1,    ____                    _____ ____ _____
0.61s,1.76ms,612.52,0.2ms,96µs,0.196,   / __ \                  / ____|  _ \_   _|
0.61s,0.44ms,612.96,0.2ms,0s,0.196,  | |  | |_ __   ___ _ __ | (___ | |_) || |
0.62s,0.47ms,613.4300000000001,0.3ms,0.1ms,0.29600000000000004,  | |  | | '_ \ / _ \ '_ \ \___ \|  _ < | |
0.62s,0.43ms,613.86,0.3ms,0s,0.29600000000000004,  | |__| | |_) |  __/ | | |____) | |_) || |_
0.62s,0.45ms,614.3100000000001,0.4ms,0.1ms,0.396,   \____/| .__/ \___|_| |_|_____/|____/_____|
0.62s,0.13ms,614.44,0.4ms,0s,0.396,         | |
0.62s,0.2ms,614.6400000000001,0.4ms,0s,0.396,         |_|
0.62s,46µs,614.6860000000001,0.4ms,0s,0.396,
0.62s,6.77ms,621.4560000000001,0.5ms,0.1ms,0.496, Platform Name             : StarFive VIC7100
0.62s,0.48ms,621.9360000000001,0.5ms,0s,0.496," Platform Features         : timer,mfdeleg"
0.62s,0.34ms,622.2760000000002,0.6ms,0.1ms,0.596, Platform HART Count       : 2
0.62s,0.38ms,622.6560000000002,0.6ms,0s,0.596, Firmware Base             : 0x80000000
0.62s,0.37ms,623.0260000000002,0.7ms,0.1ms,0.696, Firmware Size             : 92 KB
0.62s,0.3ms,623.3260000000001,0.7ms,0s,0.696, Runtime SBI Version       : 0.2
0.63s,46µs,623.3720000000002,0.7ms,0s,0.696,
0.63s,0.34ms,623.7120000000002,0.7ms,0s,0.696, Domain0 Name              : root
0.63s,0.34ms,624.0520000000002,0.8ms,0.1ms,0.7959999999999999, Domain0 Boot HART         : 0
0.63s,0.34ms,624.3920000000003,0.8ms,0s,0.7959999999999999," Domain0 HARTs             : 0*,1*"
0.63s,0.7ms,625.0920000000003,0.9ms,0.1ms,0.8959999999999999, Domain0 Region00          : 0x0000000080000000-0x000000008001ffff ()
0.63s,0.76ms,625.8520000000003,1ms,0.1ms,0.9959999999999999," Domain0 Region01          : 0x0000000000000000-0xffffffffffffffff (R,W,X)"
0.63s,0.42ms,626.2720000000003,1ms,0s,0.9959999999999999, Domain0 Next Address      : 0x0000000080020000
0.63s,0.5ms,626.7720000000003,1.1ms,0.1ms,1.0959999999999999, Domain0 Next Arg1         : 0x0000000088000000
0.63s,0.32ms,627.0920000000003,1.1ms,0s,1.0959999999999999, Domain0 Next Mode         : S-mode
0.63s,0.35ms,627.4420000000003,1.2ms,0.1ms,1.196, Domain0 SysReset          : yes
0.63s,51µs,627.4930000000004,1.2ms,0s,1.196,
0.63s,0.4ms,627.8930000000004,1.2ms,0s,1.196, Boot HART ID              : 0
0.63s,0.36ms,628.2530000000004,1.3ms,0.1ms,1.296, Boot HART Domain          : root
0.63s,0.41ms,628.6630000000004,1.3ms,0s,1.296, Boot HART ISA             : rv64imafdcvsu
0.63s,0.57ms,629.2330000000004,1.4ms,0.1ms,1.3960000000000001," Boot HART Features        : scounteren,mcounteren,time"
0.63s,0.29ms,629.5230000000004,1.4ms,0s,1.3960000000000001, Boot HART PMP Count       : 16
0.63s,0.32ms,629.8430000000004,1.4ms,0s,1.3960000000000001, Boot HART PMP Granularity : 4
0.63s,0.35ms,630.1930000000004,1.5ms,0.1ms,1.4960000000000002, Boot HART PMP Address Bits: 38
0.63s,0.28ms,630.4730000000004,1.5ms,0s,1.4960000000000002, Boot HART MHPM Count      : 0
0.63s,0.31ms,630.7830000000004,1.5ms,0s,1.4960000000000002, Boot HART MHPM Count      : 0
0.63s,0.47ms,631.2530000000004,1.6ms,0.1ms,1.5960000000000003, Boot HART MIDELEG         : 0x0000000000000222
0.63s,0.44ms,631.6930000000004,1.6ms,0s,1.5960000000000003, Boot HART MEDELEG         : 0x000000000000b109
0.77s,0.13s,761.6930000000004,32.6ms,31ms,32.596000000000004,
0.77s,45µs,761.7380000000004,32.6ms,0s,32.596000000000004,
0.77s,0.31ms,762.0480000000003,32.6ms,0s,32.596000000000004, U-Boot 2021.01-g7dac1a6e-dirty (Apr 26 2021 - 09:57:51 +0000)
0.77s,34µs,762.0820000000003,32.6ms,0s,32.596000000000004,
0.77s,0.98ms,763.0620000000004,32.8ms,0.2ms,32.79600000000001," ofnode_read_prop: riscv,isa: rv64imafdc"
0.77s,0.14ms,763.2020000000003,32.8ms,0s,32.79600000000001, CPU:   rv64imafdc
0.77s,0.41ms,763.6120000000003,32.9ms,0.1ms,32.89600000000001," Model: sifive,freedom-u74-arty"
0.79s,20.45ms,784.0620000000004,39.6ms,6.7ms,39.59600000000001, DRAM:  8 GiB
0.79s,3.52ms,787.5820000000003,40.3ms,0.7ms,40.296000000000014, ofnode_read_prop: tick-timer: <not found>
1.22s,0.43s,1217.5820000000003,0.15s,0.11s,150.29600000000002, ofnode_read_u32_array: ranges: ofnode_read_u32_array: ranges: ofnode_read_u32_index: timebase-frequency: (not found)
1.22s,0.61ms,1218.1920000000002,0.15s,0.1ms,150.39600000000002, ofnode_read_u32_index: timebase-frequency: 0x5f5e10 (6250000)
1.23s,5.27ms,1223.4620000000002,0.15s,1.6ms,151.996, ofnode_read_u32_index: timebase-frequency: (not found)
1.23s,0.54ms,1224.0020000000002,0.15s,0.1ms,152.096, ofnode_read_u32_index: timebase-frequency: 0x5f5e10 (6250000)
1.23s,4.97ms,1228.9720000000002,0.16s,1.5ms,153.596, MMC:   VIC DWMMC0: 0
1.32s,92.13ms,1321.1020000000003,0.18s,23.8ms,177.39600000000002, In:    serial
1.33s,0.17ms,1321.2720000000004,0.18s,0s,177.39600000000002, Out:   serial
1.33s,0.14ms,1321.4120000000005,0.18s,0s,177.39600000000002, Err:   serial
1.33s,4.86ms,1326.2720000000004,0.18s,1.3ms,178.69600000000003," Model: sifive,freedom-u74-arty"
1.34s,8.8ms,1335.0720000000003,0.18s,1.9ms,180.59600000000003, Net:   ofnode_read_prop: tick-timer: <not found>
1.34s,4.97ms,1340.0420000000004,0.18s,0.73ms,181.32600000000002, dwmac.10020000
1.4s,55.96ms,1396.0020000000004,0.2s,16.77ms,198.09600000000003, Hit any key to stop autoboot:  0
1.4s,3.94ms,1399.9420000000005,0.2s,0.7ms,198.79600000000002, ## Loading kernel from FIT Image at a0000000 ...
1.4s,1.21ms,1401.1520000000005,0.2s,0.3ms,199.09600000000003,    Using 'config-1' configuration
1.41s,0.58ms,1401.7320000000004,0.2s,0.1ms,199.19600000000003,    Trying 'vmlinux' kernel subimage
1.41s,0.31ms,1402.0420000000004,0.2s,0.1ms,199.29600000000002,      Description:  vmlinux
1.41s,1.27ms,1403.3120000000004,0.2s,0s,199.29600000000002,      Type:         Kernel Image
1.41s,0.61ms,1403.9220000000003,0.2s,0.1ms,199.39600000000002,      Compression:  uncompressed
