htime,haddend,hcum,vtime,vaddend,vcum,mess
0.6s,0.6s,600.0,0.1ms,0.1ms,0.1,
0.6s,0.22ms,600.22,0.1ms,0s,0.1, OpenSBI v0.9
0.6s,0.48ms,600.7,0.1ms,0s,0.1,    ____                    _____ ____ _____
0.6s,0.76ms,601.46,0.2ms,0.1ms,0.2,   / __ \                  / ____|  _ \_   _|
0.6s,0.43ms,601.89,0.2ms,0s,0.2,  | |  | |_ __   ___ _ __ | (___ | |_) || |
0.6s,0.67ms,602.56,0.3ms,0.1ms,0.30000000000000004,  | |  | | '_ \ / _ \ '_ \ \___ \|  _ < | |
0.6s,0.44ms,603.0,0.3ms,0s,0.30000000000000004,  | |__| | |_) |  __/ | | |____) | |_) || |_
0.61s,0.68ms,603.68,0.4ms,0.1ms,0.4,   \____/| .__/ \___|_| |_|_____/|____/_____|
0.61s,0.23ms,603.91,0.4ms,0s,0.4,         | |
0.61s,0.13ms,604.04,0.4ms,0s,0.4,         |_|
0.61s,42µs,604.082,0.4ms,0s,0.4,
0.61s,7.07ms,611.152,0.5ms,0.1ms,0.5, Platform Name             : StarFive VIC7100
0.61s,0.42ms,611.572,0.5ms,0s,0.5," Platform Features         : timer,mfdeleg"
0.61s,0.69ms,612.2620000000001,0.6ms,0.1ms,0.6, Platform HART Count       : 2
0.61s,0.39ms,612.652,0.6ms,0s,0.6, Firmware Base             : 0x80000000
0.61s,0.62ms,613.272,0.7ms,0.1ms,0.7, Firmware Size             : 92 KB
0.62s,0.36ms,613.6320000000001,0.7ms,0s,0.7, Runtime SBI Version       : 0.2
0.62s,91µs,613.7230000000001,0.7ms,0s,0.7,
0.62s,0.37ms,614.0930000000001,0.7ms,0s,0.7, Domain0 Name              : root
0.62s,0.69ms,614.7830000000001,0.8ms,0.1ms,0.7999999999999999, Domain0 Boot HART         : 1
0.62s,0.4ms,615.1830000000001,0.8ms,0s,0.7999999999999999," Domain0 HARTs             : 0*,1*"
0.62s,1ms,616.1830000000001,0.9ms,0.1ms,0.8999999999999999, Domain0 Region00          : 0x0000000080000000-0x000000008001ffff ()
0.62s,1.05ms,617.2330000000001,1ms,0.1ms,0.9999999999999999," Domain0 Region01          : 0x0000000000000000-0xffffffffffffffff (R,W,X)"
0.62s,0.46ms,617.6930000000001,1ms,0s,0.9999999999999999, Domain0 Next Address      : 0x0000000080020000
0.62s,0.71ms,618.4030000000001,1.1ms,0.1ms,1.0999999999999999, Domain0 Next Arg1         : 0x0000000088000000
0.62s,0.4ms,618.8030000000001,1.1ms,0s,1.0999999999999999, Domain0 Next Mode         : S-mode
0.62s,0.6ms,619.4030000000001,1.2ms,0.1ms,1.2, Domain0 SysReset          : yes
0.62s,77µs,619.4800000000001,1.2ms,0s,1.2,
0.62s,0.44ms,619.9200000000002,1.2ms,0s,1.2, Boot HART ID              : 1
0.62s,0.59ms,620.5100000000002,1.3ms,0.1ms,1.3, Boot HART Domain          : root
0.62s,0.42ms,620.9300000000002,1.3ms,0s,1.3, Boot HART ISA             : rv64imafdcvsu
0.62s,0.79ms,621.7200000000001,1.4ms,0.1ms,1.4000000000000001," Boot HART Features        : scounteren,mcounteren,time"
0.62s,0.33ms,622.0500000000002,1.4ms,0s,1.4000000000000001, Boot HART PMP Count       : 16
0.62s,0.27ms,622.3200000000002,1.4ms,0s,1.4000000000000001, Boot HART PMP Granularity : 4
0.62s,0.57ms,622.8900000000002,1.5ms,0.1ms,1.5000000000000002, Boot HART PMP Address Bits: 38
0.62s,0.29ms,623.1800000000002,1.5ms,0s,1.5000000000000002, Boot HART MHPM Count      : 0
0.63s,0.32ms,623.5000000000002,1.5ms,0s,1.5000000000000002, Boot HART MHPM Count      : 0
0.63s,0.88ms,624.3800000000002,1.6ms,0.1ms,1.6000000000000003, Boot HART MIDELEG         : 0x0000000000000222
0.63s,0.49ms,624.8700000000002,1.6ms,0s,1.6000000000000003, Boot HART MEDELEG         : 0x000000000000b109
0.8s,0.18s,804.8700000000002,32.6ms,31ms,32.6,
0.8s,51µs,804.9210000000003,32.6ms,0s,32.6,
0.8s,0.32ms,805.2410000000003,32.6ms,0s,32.6, U-Boot 2021.01-g7dac1a6e-dirty (Apr 26 2021 - 09:57:51 +0000)
0.8s,35µs,805.2760000000003,32.6ms,0s,32.6,
0.81s,1.35ms,806.6260000000003,32.8ms,0.2ms,32.800000000000004," ofnode_read_prop: riscv,isa: rv64imafdc"
0.81s,0.15ms,806.7760000000003,32.8ms,0s,32.800000000000004, CPU:   rv64imafdc
0.81s,0.57ms,807.3460000000003,32.9ms,0.1ms,32.900000000000006," Model: sifive,freedom-u74-arty"
0.84s,31.12ms,838.4660000000003,39.6ms,6.7ms,39.60000000000001, DRAM:  8 GiB
0.84s,4.49ms,842.9560000000004,40.3ms,0.7ms,40.30000000000001, ofnode_read_prop: tick-timer: <not found>
1.43s,0.59s,1432.9560000000004,0.15s,0.11s,150.3, ofnode_read_u32_array: ranges: ofnode_read_u32_array: ranges: ofnode_read_u32_index: timebase-frequency: (not found)
1.43s,0.76ms,1433.7160000000003,0.15s,0.1ms,150.4, ofnode_read_u32_index: timebase-frequency: 0x5f5e10 (6250000)
1.44s,7.77ms,1441.4860000000003,0.15s,1.7ms,152.1, ofnode_read_u32_index: timebase-frequency: (not found)
1.44s,0.5ms,1441.9860000000003,0.15s,0s,152.1, ofnode_read_u32_index: timebase-frequency: 0x5f5e10 (6250000)
1.45s,7.22ms,1449.2060000000004,0.16s,1.6ms,153.7, MMC:   VIC DWMMC0: 0
1.57s,0.12s,1569.2060000000004,0.18s,23.7ms,177.39999999999998, In:    serial
1.57s,0.15ms,1569.3560000000004,0.18s,0s,177.39999999999998, Out:   serial
1.57s,0.11ms,1569.4660000000003,0.18s,0s,177.39999999999998, Err:   serial
1.58s,7.17ms,1576.6360000000004,0.18s,1.4ms,178.79999999999998," Model: sifive,freedom-u74-arty"
1.59s,10.4ms,1587.0360000000005,0.18s,1.8ms,180.6, Net:   ofnode_read_prop: tick-timer: <not found>
1.59s,4.31ms,1591.3460000000005,0.18s,0.7ms,181.29999999999998, dwmac.10020000
1.67s,79.45ms,1670.7960000000005,0.2s,16.8ms,198.1, Hit any key to stop autoboot:  0
1.67s,3.86ms,1674.6560000000004,0.2s,0.7ms,198.79999999999998, ## Loading kernel from FIT Image at a0000000 ...
1.68s,1.84ms,1676.4960000000003,0.2s,0.4ms,199.2,    Using 'config-1' configuration
